Level	Date and Time	Source	Event ID	Task Category
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Diagnostic System Host service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Certificate Propagation service entered the stopped state.
Information	5/2/2021 3:14:25 AM	EventLog	6006	None	The Event log service was stopped.
Information	5/2/2021 3:14:20 AM	Service Control Manager	7036	None	The domain1 GlassFish Server service entered the stopped state.
Information	5/2/2021 3:14:20 AM	Service Control Manager	7036	None	The Windows Installer service entered the stopped state.
Information	5/2/2021 3:14:19 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information	5/2/2021 3:14:19 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information	5/2/2021 3:14:19 AM	Service Control Manager	7036	None	The Group Policy Client service entered the stopped state.
Information	5/2/2021 3:14:19 AM	Service Control Manager	7036	None	The Windows Update service entered the stopped state.
Information	5/2/2021 3:14:19 AM	USER32	1074	None	"The process C:\Windows\system32\shutdown.exe (VAGRANT-2008R2) has initiated the restart of computer VAGRANT-2008R2 on behalf of user VAGRANT-2008R2\vagrant for the following reason: No title for this reason could be found
 Reason Code: 0x800000ff
 Shutdown Type: restart
 Comment: packer restart"
Information	5/2/2021 3:13:58 AM	Service Control Manager	7036	None	The jmx service entered the running state.
Information	5/2/2021 3:13:57 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  jmx
Service File Name:  ""C:\Program Files\jmx\jmx.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  NT AUTHORITY\LocalService"
Information	5/2/2021 3:13:46 AM	Service Control Manager	7036	None	The wampmysqld service entered the running state.
Information	5/2/2021 3:13:43 AM	Service Control Manager	7036	None	The wampapache service entered the running state.
Information	5/2/2021 3:13:40 AM	Service Control Manager	7040	None	The start type of the wampmysqld service was changed from demand start to auto start.
Information	5/2/2021 3:13:40 AM	Service Control Manager	7040	None	The start type of the wampapache service was changed from demand start to auto start.
Information	5/2/2021 3:13:40 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  wampmysqld
Service File Name:  c:\wamp\bin\mysql\mysql5.5.20\bin\mysqld.exe wampmysqld
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information	5/2/2021 3:13:40 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  wampapache
Service File Name:  ""c:\wamp\bin\apache\apache2.2.21\bin\httpd.exe"" -k runservice
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	5/2/2021 3:13:15 AM	Service Control Manager	7036	None	The Windows Modules Installer service entered the running state.
Information	5/2/2021 3:12:58 AM	Service Control Manager	7036	None	The jenkins service entered the running state.
Information	5/2/2021 3:12:58 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  jenkins
Service File Name:  ""C:\Program Files\jenkins\jenkins.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  NT AUTHORITY\LocalService"
Information	5/2/2021 3:12:55 AM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the stopped state.
Information	5/2/2021 3:12:54 AM	Service Control Manager	7036	None	The Windows Update service entered the running state.
Information	5/2/2021 3:12:53 AM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the running state.
Information	5/2/2021 3:12:53 AM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the running state.
Information	5/2/2021 3:12:53 AM	Service Control Manager	7036	None	The Diagnostic System Host service entered the running state.
Information	5/2/2021 3:12:53 AM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the running state.
Information	5/2/2021 3:12:53 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information	5/2/2021 3:12:53 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information	5/2/2021 3:12:53 AM	Service Control Manager	7036	None	The Background Intelligent Transfer Service service entered the running state.
Information	5/2/2021 3:12:52 AM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the stopped state.
Information	5/2/2021 3:12:05 AM	Service Control Manager	7036	None	The domain1 GlassFish Server service entered the running state.
Information	5/2/2021 3:12:05 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  domain1 GlassFish Server
Service File Name:  C:\glassfish\glassfish4\glassfish\domains\domain1\bin\domain1Service.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	5/2/2021 3:11:09 AM	Service Control Manager	7036	None	The Windows Installer service entered the running state.
Information	5/2/2021 3:11:09 AM	Service Control Manager	7036	None	The Application Experience service entered the running state.
Information	5/2/2021 3:11:06 AM	Microsoft-Windows-Iphlpsvc	4200	None	Isatap interface isatap.localdomain with address fe80::5efe:192.168.129.146 has been brought up.
Warning	5/2/2021 3:10:58 AM	Microsoft-Windows-DNS-Client	1014	None	Name resolution for the name isatap.localdomain timed out after none of the configured DNS servers responded.
Information	5/2/2021 3:10:55 AM	SNMP	1001	None	The SNMP Service has started successfully.
Information	5/2/2021 3:10:53 AM	Service Control Manager	7036	None	The Remote Desktop Configuration service entered the running state.
Information	5/2/2021 3:10:53 AM	Service Control Manager	7036	None	The Certificate Propagation service entered the running state.
Information	5/2/2021 3:10:53 AM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information	5/2/2021 3:10:53 AM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the running state.
Information	5/2/2021 3:10:52 AM	Service Control Manager	7036	None	The Remote Desktop Services service entered the running state.
Information	5/2/2021 3:10:52 AM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the running state.
Information	5/2/2021 3:10:52 AM	Service Control Manager	7036	None	The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information	5/2/2021 3:10:52 AM	Service Control Manager	7036	None	The Software Protection service entered the running state.
Information	5/2/2021 3:10:52 AM	Service Control Manager	7036	None	The Network List Service service entered the running state.
Information	5/2/2021 3:10:52 AM	Service Control Manager	7036	None	The OpenSSH Server service entered the running state.
Information	5/2/2021 3:10:52 AM	Service Control Manager	7036	None	The Server service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The IP Helper service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The SNMP Service service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Remote Registry service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Network Location Awareness service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information	5/2/2021 3:10:51 AM	Microsoft-Windows-WinRM	10121	None	"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information	5/2/2021 3:10:51 AM	Microsoft-Windows-WinRM	10148	None	"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Error	5/2/2021 3:10:51 AM	SNMP	1500	None	The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Application Host Helper Service service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Cryptographic Services service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Print Spooler service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Security Accounts Manager service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Workstation service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Windows Firewall service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Base Filtering Engine service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Task Scheduler service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The DNS Client service entered the running state.
Information	5/2/2021 3:10:51 AM	Service Control Manager	7036	None	The DHCP Client service entered the running state.
